,t,p
165,0.8250000000000001,-0.19648895263673793
166,0.8300000000000001,-0.2971969604491882
167,0.835,-0.3017745971679382
168,0.84,-0.21251068115234162
169,0.845,-0.19877777099610938
170,0.85,-0.3361068725586094
171,0.855,-0.33610687255855964
172,0.86,-0.1781784057616882
173,0.865,-0.21251068115239136
174,0.87,-0.3658615112304595
175,0.875,-0.37043914794925925
176,0.88,-0.3452621459960916
177,0.885,-0.4368148803711094
178,0.89,-0.6450973510741882
179,0.895,-0.7137619018554382
180,0.9,-0.7389389038085916
181,0.905,-0.8167587280273096
182,0.91,-0.9861312866210596
183,0.915,-1.1143051147461094
184,0.92,-1.1326156616210596
185,0.925,-1.1921249389648096
186,0.93,-1.368363952636738
187,0.935,-1.4759384155273594
188,0.9400000000000001,-1.4599166870117095
189,0.9450000000000001,-1.501115417480488
190,0.9500000000000001,-1.6933761596679382
191,0.9550000000000001,-1.8513046264648096
192,0.96,-1.844438171386738
193,0.965,-1.9337020874023096
194,0.97,-2.0939193725585596
195,0.975,-2.183183288574188
196,0.98,-2.201493835449238
197,0.985,-2.2129379272461094
198,0.99,-2.3113571166992593
199,0.995,-2.3617111206055093
200,1.0,-2.210649108886688
201,1.0050000000000001,-2.036698913574238
202,1.01,-1.8490158081055093
203,1.0150000000000001,-1.455339050292988
204,1.02,-0.8304916381836094
205,1.025,-0.2193771362304382
206,1.03,0.3574050903320618
207,1.035,0.9364761352538586
208,1.04,1.6139663696288586
209,1.045,2.1655715942382905
210,1.05,2.453962707519519
211,1.055,2.714888000488319
212,1.06,3.122297668457019
213,1.065,3.374067687988319
214,1.07,3.3923782348632194
215,1.075,3.488508605957019
216,1.08,3.582350158691419
217,1.085,3.5319961547851193
218,1.09,3.3214248657226193
219,1.095,3.179518127441419
220,1.1,3.197828674316419
221,1.105,3.1474746704101193
222,1.11,2.911726379394519
223,1.115,2.7721084594726193
224,1.12,2.8522171020507194
225,1.125,2.8064407348632194
226,1.1300000000000001,2.6988662719726193
227,1.135,2.7080215454101193
228,1.1400000000000001,2.849928283691419
229,1.145,2.916304016113319
230,1.1500000000000001,2.959791564941419
231,1.155,3.0650772094726193
232,1.16,3.2367385864257194
233,1.165,3.342024230957019
234,1.17,3.399244689941419
235,1.175,3.561750793457019
236,1.18,3.7425674438476193
237,1.185,3.836408996582019
238,1.19,3.820387268066419
239,1.195,3.930250549316419
240,1.2,4.152265930175719
241,1.205,4.204908752441419
242,1.21,4.152265930175719
243,1.215,4.117933654785119
244,1.22,4.250685119628919
245,1.225,4.342237854003919
246,1.23,4.214064025878919
247,1.235,4.090467834472619
248,1.24,4.097334289550719
249,1.245,4.099623107910219
250,1.25,3.911940002441419
251,1.2550000000000001,3.7242568969726193
252,1.26,3.671614074707019
253,1.2650000000000001,3.465620422363319
254,1.27,3.1016983032226193
255,1.2750000000000001,2.8361953735351193
256,1.28,2.6141799926757194
257,1.285,2.371565246582019
258,1.29,2.0923294067382194
259,1.295,1.9710220336913196
260,1.3,1.989332580566419
261,1.305,1.9641555786132194
262,1.31,1.8817581176757194
263,1.315,1.916090393066419
264,1.32,2.028242492675819
265,1.325,2.0579971313477188
266,1.33,2.0396865844727188
267,1.335,2.0579971313477188
268,1.34,2.2319473266601193
269,1.345,2.309767150878919
270,1.35,2.1495498657227188
271,1.355,2.170149230957019
272,1.36,2.298323059082019
273,1.365,2.2296585083007194
274,1.37,2.1197952270507194
275,1.375,2.087751770019519
276,1.3800000000000001,2.0808853149413196
277,1.385,2.044264221191419
278,1.3900000000000001,1.918379211425819
279,1.395,1.8657363891601193
280,1.4000000000000001,1.888624572753919
281,1.405,1.781050109863319
282,1.41,1.588789367675819
283,1.415,1.5659011840820192
284,1.42,1.6276992797851193
285,1.425,1.4720596313476406
286,1.43,1.2248672485351406
287,1.435,1.2408889770508118
288,1.44,1.3530410766601904
289,1.445,1.2889541625976904
290,1.45,1.1035598754883118
291,1.455,0.9982742309570121
292,1.46,1.0211624145508118
293,1.465,0.9708084106445405
294,1.47,0.8243240356445618
295,1.475,0.8128799438476406
296,1.48,0.9067214965820618
297,1.485,0.8083023071289404
298,1.49,0.6045974731445121
299,1.495,0.5542434692382621
300,1.5,0.6091751098633118
301,1.5050000000000001,0.5061782836914084
302,1.51,0.3505386352538906
303,1.5150000000000001,0.3482498168945618
304,1.52,0.37342681884769036
305,1.5250000000000001,0.24525299072264062
306,1.53,0.052992248535190356
307,1.5350000000000001,-0.008805847167938197
308,1.54,0.055281066894512065
309,1.545,-0.0316940307616882
310,1.55,-0.17588958740230964
311,1.555,-0.24913177490234162
312,1.56,-0.30864105224605964
313,1.565,-0.45054779052739136
314,1.57,-0.6244979858398416
315,1.575,-0.6679855346679382
316,1.58,-0.6450973510742379
317,1.585,-0.8007369995116882
318,1.59,-0.9609542846679879
319,1.595,-0.9472213745116882
320,1.6,-0.9357772827148096
321,1.605,-1.1211715698242095
322,1.61,-1.290544128417988
323,1.615,-1.3157211303710916
324,1.62,-1.3202987670898914
325,1.625,-1.4187179565429595
326,1.6300000000000001,-1.6064010620117095
327,1.635,-1.6727767944336094
328,1.6400000000000001,-1.6659103393554595
329,1.645,-1.7093978881836094
330,1.6500000000000001,-1.8238388061523416
331,1.655,-1.9062362670898594
332,1.6600000000000001,-1.9382797241210596
333,1.665,-1.9909225463866882
334,1.67,-2.146562194824188
335,1.675,-2.228959655761738
336,1.68,-2.196916198730488
337,1.685,-2.347978210449238
338,1.69,-2.636369323730488
339,1.695,-2.668412780761738
340,1.7,-2.5928817749023096
341,1.705,-2.7119003295898594
342,1.71,-2.9705368041992095
343,1.715,-3.0620895385742095
344,1.72,-2.9774032592773096
345,1.725,-3.0643783569335596
346,1.73,-3.2841049194335596
347,1.735,-3.400834655761738
348,1.74,-3.3665023803710596
349,1.745,-3.409989929199188
350,1.75,-3.5908065795898416
351,1.7550000000000001,-3.6503158569336414
352,1.76,-3.6754928588867415
353,1.7650000000000001,-3.7189804077148096
354,1.77,-3.8059555053710596
355,1.7750000000000001,-3.8242660522460596
356,1.78,-3.6892257690429417
357,1.7850000000000001,-3.6526046752929417
358,1.79,-3.6800704956054915
359,1.795,-3.4374557495117593
360,1.8,-2.9774032592773096
361,1.805,-2.540238952636688
362,1.81,-2.0939193725585916
363,1.815,-1.446183776855488
364,1.82,-0.7274948120117379
365,1.825,-0.10493621826175925
366,1.83,0.4443801879883118
367,1.835,0.9616531372070618
368,1.84,1.4926589965820618
369,1.845,1.803938293457012
370,1.85,1.9755996704101584
371,1.855,2.2594131469726904
372,1.86,2.5569595336914404
373,1.865,2.6485122680664084
374,1.87,2.659956359863312
375,1.875,2.696577453613262
376,1.8800000000000001,2.7171768188476904
377,1.885,2.5752700805664404
378,1.8900000000000001,2.394453430175762
379,1.895,2.293745422363262
380,1.9000000000000001,2.2319473266601904
381,1.905,2.078596496582062
382,1.9100000000000001,1.9115127563476904
383,1.915,1.9389785766601406
384,1.92,2.0122207641601904
385,1.925,1.964155578613262
386,1.93,1.950422668457012
387,1.935,2.0854629516601406
388,1.94,2.243391418457012
389,1.945,2.252546691894512
390,1.95,2.275434875488262
391,1.955,2.4058975219726086
392,1.96,2.4974502563476406
393,1.965,2.499739074707012
394,1.97,2.4654067993163586
395,1.975,2.6324905395507407
396,1.98,2.8178848266601406
397,1.985,2.861372375488312
398,1.99,2.797285461425762
399,1.995,2.8773941040039404
400,2.0,2.994123840332062
401,2.005,2.948347473144562
402,2.0100000000000002,2.920881652832062
403,2.015,3.0147232055663906
404,2.02,3.067366027832012
405,2.025,2.980390930175762
406,2.0300000000000002,2.8590835571289404
407,2.035,2.8773941040038906
408,2.04,2.911726379394512
409,2.045,2.737776184082062
410,2.05,2.4516738891601406
411,2.055,2.284590148925812
412,2.06,2.1541275024414404
413,2.065,1.8336929321288906
414,2.07,1.4537490844726904
415,2.075,1.2935317993163906
416,2.08,1.2408889770507905
417,2.085,1.1287368774414404
418,2.09,0.9433425903320121
419,2.095,0.9456314086914404
420,2.1,1.0394729614257407
421,2.105,1.0211624145508118
422,2.11,0.9639419555664404
423,2.115,1.0646499633788586
424,2.12,1.222578430175762
425,2.125,1.2019790649414404
426,2.13,1.190534973144512
427,2.1350000000000002,1.295820617675762
428,2.14,1.3415969848633118
429,2.145,1.2591995239258118
430,2.15,1.1790908813476904
431,2.1550000000000002,1.1882461547851086
432,2.16,1.2065567016601086
433,2.165,1.1493362426757905
434,2.17,1.0463394165038906
435,2.1750000000000003,0.9982742309570618
436,2.18,0.9318984985351904
437,2.185,0.7716812133789404
438,2.19,0.6274856567382621
439,2.195,0.5679763793945121
440,2.2,0.49015655517576207
441,2.205,0.3299392700195618
442,2.21,0.08045806884760864
443,2.215,-0.03398284912110938
444,2.22,-0.022538757324237935
445,2.225,-0.12324676513673793
446,2.23,-0.34068450927730964
447,2.235,-0.3750167846679382
448,2.24,-0.36128387451173793
449,2.245,-0.5649887084960596
450,2.25,-0.7664047241210596
451,2.255,-0.7503829956054382
452,2.2600000000000002,-0.7068954467773594
453,2.265,-0.8350692749023096
454,2.27,-0.9746871948242379
455,2.275,-1.0204635620117095
456,2.2800000000000002,-1.0044418334961094
457,2.285,-1.134904479980488
458,2.29,-1.2974105834961094
459,2.295,-1.3340316772461414
460,2.3000000000000003,-1.3408981323241882
461,2.305,-1.382096862792988
462,2.31,-1.4828048706055093
463,2.315,-1.4072738647460916
464,2.32,-1.4072738647460916
465,2.325,-1.5926681518554382
466,2.33,-1.7895065307617095
467,2.335,-1.803239440917988
468,2.34,-1.7139755249023416
469,2.345,-1.7689071655273594
470,2.35,-1.9176803588866882
471,2.355,-1.9749008178710596
472,2.36,-1.9291244506836094
473,2.365,-1.9726119995116882
474,2.37,-2.0389877319335596
475,2.375,-2.027543640136688
476,2.38,-2.0344100952148416
477,2.3850000000000002,-2.109941101074188
478,2.39,-2.2060714721679595
479,2.395,-2.1854721069335596
480,2.4,-2.1030746459961094
481,2.4050000000000002,-2.1534286499023594
482,2.41,-2.265580749511688
483,2.415,-2.2266708374023096
484,2.42,-2.206071472167938
485,2.4250000000000003,-2.3067794799805093
486,2.43,-2.3456893920898594
487,2.435,-2.261003112792938
488,2.44,-2.2953353881836094
489,2.445,-2.485307312011688
490,2.45,-2.5608383178710916
491,2.455,-2.503617858886738
492,2.46,-2.4784408569335596
493,2.465,-2.5951705932617593
494,2.47,-2.7141891479492593
495,2.475,-2.6615463256835596
496,2.48,-2.5905929565429417
497,2.485,-2.7004562377930093
498,2.49,-2.8034530639648096
499,2.495,-2.7279220581054417
500,2.5,-2.7233444213866917
501,2.505,-2.9224716186523594
502,2.5100000000000002,-3.0735336303711094
503,2.515,-2.9934249877929417
504,2.52,-2.9293380737304417
505,2.525,-3.0392013549804915
506,2.5300000000000002,-3.1193099975586094
507,2.535,-3.0506454467773594
508,2.54,-2.9316268920898096
509,2.545,-2.9911361694335596
510,2.5500000000000003,-3.0460678100585916
511,2.555,-2.8789840698241917
512,2.56,-2.7119003295898096
513,2.565,-2.6386581420898096
514,2.57,-2.4624191284179915
515,2.575,-2.0229660034179417
516,2.58,-1.3660751342773594
517,2.585,-0.7915817260741882
518,2.59,-0.29490814208980964
519,2.595,0.33909454345699075
520,2.6,0.9730972290038906
521,2.605,1.4125503540038906
522,2.61,1.7902053833008118
523,2.615,2.2090591430664404
524,2.62,2.545515441894512
525,2.625,2.701155090332012
526,2.63,2.8087295532226406
527,2.6350000000000002,2.9277481079101904
528,2.64,2.9414810180663906
529,2.645,2.8041519165038906
530,2.65,2.7194656372069907
531,2.6550000000000002,2.6874221801757905
532,2.66,2.5569595336913906
533,2.665,2.3418106079101904
534,2.67,2.078596496582012
535,2.6750000000000003,1.9939102172851406
536,2.68,1.9252456665039404
537,2.685,1.6620315551758118
538,2.69,1.414839172363262
539,2.695,1.4926589965820618
540,2.7,1.5613235473633118
541,2.705,1.4217056274414404
542,2.71,1.3324417114257905
543,2.715,1.410261535644512
544,2.72,1.5567459106445618
545,2.725,1.5132583618164404
546,2.73,1.4812149047851406
547,2.735,1.5773452758789084
548,2.74,1.6666091918944907
549,2.745,1.703230285644512
550,2.75,1.6986526489258118
551,2.755,1.8130935668945618
552,2.7600000000000002,1.8794692993163906
553,2.765,1.7467178344726406
554,2.77,1.7238296508788906
555,2.775,1.8268264770508118
556,2.7800000000000002,1.8222488403320618
557,2.785,1.7581619262695405
558,2.79,1.6185440063476406
559,2.795,1.5063919067383118
560,2.8000000000000003,1.401106262207012
561,2.805,1.2180007934570618
562,2.81,0.9845413208007407
563,2.815,0.7625259399414404
564,2.82,0.5199111938476406
565,2.825,0.2109207153320618
566,2.83,0.059858703613262065
567,2.835,0.10792388916015838
568,2.84,0.07130279541019036
569,2.845,-0.07747039794923793
570,2.85,-0.06602630615235938
571,2.855,0.12394561767574075
572,2.86,0.26814117431644036
573,2.865,0.20176544189451207
574,2.87,0.1056350708008118
575,2.875,0.2429641723632905
576,2.88,0.42835845947269036
577,2.8850000000000002,0.33222808837885864
578,2.89,0.2475418090820405
579,2.895,0.37113800048826207
580,2.9,0.42606964111324075
581,2.9050000000000002,0.30247344970699075
582,2.91,0.2154983520508118
583,2.915,0.2978958129882905
584,2.92,0.34596099853519036
585,2.9250000000000003,0.16514434814451207
586,2.93,0.0369705200195618
587,2.935,0.043836975097690356
588,2.94,0.011793518066390618
589,2.945,-0.11638031005860938
590,2.95,-0.21251068115230964
591,2.955,-0.15529022216798793
592,2.96,-0.18733367919923793
593,2.965,-0.38417205810548793
594,2.97,-0.5123458862304382
595,2.975,-0.47114715576173793
596,2.98,-0.48716888427730964
597,2.985,-0.6702743530273096
598,2.99,-0.7778488159179879
599,2.995,-0.7252059936523594
600,3.0,-0.7023178100586094
601,3.005,-0.8373580932617379
602,3.0100000000000002,-0.9060226440429382
603,3.015,-0.8304916381836414
604,3.02,-0.8533798217773416
605,3.025,-0.9472213745117379
606,3.0300000000000002,-0.9792648315429879
607,3.035,-0.8922897338867379
608,3.04,-0.9220443725585596
609,3.045,-1.0090194702148096
610,3.0500000000000003,-1.0937057495116882
611,3.055,-1.0387741088866882
612,3.06,-1.0090194702148416
613,3.065,-1.1234603881835596
614,3.0700000000000003,-1.171525573730488
615,3.075,-1.075395202636738
616,3.08,-1.1005722045898914
617,3.085,-1.2195907592773096
618,3.09,-1.1989913940429595
619,3.095,-1.1188827514648096
620,3.1,-1.2104354858398096
621,3.105,-1.318009948730488
622,3.11,-1.3294540405273096
623,3.115,-1.185258483886738
624,3.12,-1.0822616577148914
625,3.125,-1.240190124511738
626,3.13,-1.340898132324238
627,3.1350000000000002,-1.2173019409179382
628,3.14,-1.1051498413086414
629,3.145,-1.185258483886738
630,3.15,-1.212724304199238
631,3.1550000000000002,-1.1051498413086414
632,3.16,-1.0364852905273096
633,3.165,-1.0959945678710596
634,3.17,-1.1188827514648096
635,3.1750000000000003,-1.0799728393554382
636,3.18,-1.0914169311523096
637,3.185,-1.1898361206054595
638,3.19,-1.2905441284180093
639,3.1950000000000003,-1.2630783081054382
640,3.2,-1.2218795776366882
641,3.205,-1.3729415893554382
642,3.21,-1.5537582397461094
643,3.215,-1.4782272338866882
644,3.22,-1.4484725952148096
645,3.225,-1.6384445190429915
646,3.23,-1.7185531616211414
647,3.235,-1.5812240600586094
648,3.24,-1.5423141479492415
649,3.245,-1.7093978881835596
650,3.25,-1.7872177124023096
651,3.255,-1.6384445190429915
652,3.2600000000000002,-1.5995346069335596
653,3.265,-1.7368637084960596
654,3.27,-1.7872177124023594
655,3.275,-1.6407333374023914
656,3.2800000000000002,-1.5537582397461414
657,3.285,-1.6361557006836094
658,3.29,-1.6521774291992415
659,3.295,-1.5285812377930093
660,3.3000000000000003,-1.4164291381835916
661,3.305,-1.4118515014648594
662,3.31,-1.2470565795898594
663,3.315,-0.7984481811523594
664,3.3200000000000003,-0.2628646850586094
665,3.325,0.21549835205076207
666,3.33,0.8151687622070618
667,3.335,1.538435363769512
668,3.34,2.142683410644562
669,3.345,2.591291809082012
670,3.35,3.1337417602538906
671,3.355,3.6555923461914084
672,3.36,3.9668716430664404
673,3.365,4.10420074462894
674,3.37,4.25984039306644
675,3.375,4.511610412597641
676,3.38,4.575697326660141
677,3.3850000000000002,4.47041168212894
678,3.39,4.42692413330081
679,3.395,4.47727813720706
680,3.4,4.36741485595706
681,3.4050000000000002,4.03553619384766
682,3.41,3.8432754516601104
683,3.415,3.8844741821288906
684,3.42,3.7929214477538906
685,3.4250000000000003,3.5640396118163906
686,3.43,3.4175552368163906
687,3.435,3.4541763305663906
688,3.44,3.5136856079101086
689,3.4450000000000003,3.438154602050812
690,3.45,3.438154602050762
691,3.455,3.5777725219726406
692,3.46,3.6601699829101086
693,3.465,3.5457290649413906
694,3.47,3.5457290649413906
695,3.475,3.7540115356444907
696,3.48,3.88218536376956
697,3.485,3.8020767211913906
698,3.49,3.8432754516601904
699,3.495,4.02180328369144
700,3.5,4.010359191894491
701,3.505,3.8890518188476406
702,3.5100000000000002,3.9050735473632603
703,3.515,3.9622940063476406
704,3.52,3.8959182739257905
705,3.525,3.799787902832012
706,3.5300000000000002,3.7791885375976904
707,3.535,3.8432754516601104
708,3.54,3.754011535644512
709,3.545,3.566328430175762
710,3.5500000000000003,3.5182632446288906
711,3.555,3.497663879394512
712,3.56,3.291670227050812
713,3.565,2.9231704711914404
714,3.5700000000000003,2.6302017211913906
715,3.575,2.463117980957012
716,3.58,2.266279602050812
717,3.585,1.9389785766601406
718,3.59,1.8336929321289404
719,3.595,1.9298233032226406
720,3.6,1.8382705688476904
721,3.605,1.6025222778319907
722,3.61,1.5681900024413586
723,3.615,1.6963638305663906
724,3.62,1.7604507446289404
725,3.625,1.6963638305663906
726,3.63,1.6643203735351406
727,3.6350000000000002,1.7970718383789084
728,3.64,1.8520034790039084
729,3.645,1.707807922363262
730,3.65,1.6963638305663586
731,3.6550000000000002,1.8291152954101406
732,3.66,1.7810501098632905
733,3.665,1.5521682739258118
734,3.67,1.543013000488262
735,3.6750000000000003,1.6414321899413586
736,3.68,1.538435363769512
737,3.685,1.3850845336914404
738,3.69,1.3164199829101406
739,3.6950000000000003,1.3347305297851406
740,3.7,1.3164199829101904
741,3.705,1.1470474243164404
742,3.71,1.0829605102539404
743,3.715,1.131025695800762
744,3.72,1.0280288696288906
745,3.725,0.7945693969726406
746,3.73,0.7625259399413906
747,3.735,0.8311904907226904
748,3.74,0.7648147583007621
749,3.745,0.5954421997069907
750,3.75,0.6068862915038586
751,3.755,0.7304824829101406
752,3.7600000000000002,0.6183303833008118
753,3.765,0.35282745361326207
754,3.77,0.32078399658201207
755,3.775,0.41004791259769036
756,3.7800000000000002,0.37800445556644036
757,3.785,0.2910293579101406
758,3.79,0.24754180908201207
759,3.795,0.28416290283201207
760,3.8000000000000003,0.2521194458008118
761,3.805,0.08732452392576207
762,3.81,0.04841461181639062
763,3.815,0.07816925048826207
764,3.8200000000000003,-0.013383483886737935
765,3.825,-0.23997650146485938
766,3.83,-0.2468429565429382
767,3.835,-0.16215667724605964
768,3.84,-0.1919113159179382
769,3.845,-0.3521286010741882
770,3.85,-0.3750167846679382
771,3.855,-0.33381805419923793
772,3.86,-0.47572479248050925
773,3.865,-0.6611190795898416
774,3.87,-0.6222091674805093
775,3.875,-0.48259124755855964
776,3.88,-0.5260787963866882
777,3.8850000000000002,-0.6771408081054879
778,3.89,-0.6954513549804382
779,3.895,-0.6107650756836414
780,3.9,-0.6084762573242379
781,3.9050000000000002,-0.7572494506836414
782,3.91,-0.7206283569336094
783,3.915,-0.6565414428710596
784,3.92,-0.7549606323242379
785,3.9250000000000003,-0.8488021850586094
786,3.93,-0.8053146362305093
787,3.935,-0.7252059936523914
788,3.94,-0.7297836303711094
789,3.9450000000000003,-0.8648239135741882
790,3.95,-0.8808456420898594
791,3.955,-0.7709823608398096
792,3.96,-0.7755599975586094
793,3.9650000000000003,-0.8671127319335596
794,3.97,-0.9106002807616882
795,3.975,-0.7938705444336094
796,3.98,-0.8236251831054879
797,3.985,-1.0250411987304382
798,3.99,-1.0502182006836094
799,3.995,-1.0502182006836094
800,4.0,-0.9517990112304879
801,4.005,-1.0914169311523594
802,4.01,-1.0982833862304382
803,4.015,-1.052507019042988
804,4.0200000000000005,-1.1417709350586094
805,4.025,-1.2882553100586414
806,4.03,-1.336320495605488
807,4.035,-1.2928329467773096
808,4.04,-1.3866744995116882
809,4.045,-1.5148483276366882
810,4.05,-1.5262924194335596
811,4.055,-1.427873229980488
812,4.0600000000000005,-1.5034042358398096
813,4.065,-1.6407333374023594
814,4.07,-1.592668151855488
815,4.075,-1.4759384155273096
816,4.08,-1.4828048706054382
817,4.085,-1.5171371459961094
818,4.09,-1.3614974975586414
819,4.095,-1.0250411987305093
820,4.1,-0.6931625366211414
821,4.105,-0.2514205932616882
822,4.11,0.39860382080076207
823,4.115,1.2157119750976406
824,4.12,1.8382705688476904
825,4.125,2.289167785644512
826,4.13,2.893415832519512
827,4.135,3.561750793457012
828,4.14,3.9622940063476904
829,4.1450000000000005,4.14997711181644
830,4.15,4.43607940673831
831,4.155,4.68784942626951
832,4.16,4.63291778564451
833,4.165,4.429212951660141
834,4.17,4.46125640869136
835,4.175,4.532209777832019
836,4.18,4.28043975830076
837,4.1850000000000005,3.9142288208007603
838,4.19,3.8203872680663906
839,4.195,3.8066543579101086
840,4.2,3.6601699829101904
841,4.205,3.424421691894562
842,4.21,3.3305801391601584
843,4.215,3.3878005981444907
844,4.22,3.428999328613262
845,4.225,3.419844055175812
846,4.23,3.5182632446289404
847,4.235,3.6555923461914404
848,4.24,3.6761917114257407
849,4.245,3.721968078613262
850,4.25,3.994337463378919
851,4.255,4.298750305175819
852,4.26,4.422346496582019
853,4.265,4.513899230957019
854,4.2700000000000005,4.674116516113219
855,4.275,4.825178527832019
856,4.28,4.724470520019519
857,4.285,4.458967590332019
858,4.29,4.408613586425719
859,4.295,4.40632476806632
860,4.3,4.234663391113319
861,4.305,4.030958557128919
862,4.3100000000000005,4.019514465332019
863,4.315,4.030958557128919
864,4.32,3.976026916503919
865,4.325,3.8615859985351193
866,4.33,3.884474182128919
867,4.335,4.035536193847619
868,4.34,4.021803283691419
869,4.345,3.8615859985352188
870,4.3500000000000005,3.7883438110351193
871,4.355,3.728834533691419
872,4.36,3.4770645141601193
873,4.365,3.039900207519519
874,4.37,2.740065002441419
875,4.375,2.554670715332012
876,4.38,2.247969055175762
877,4.385,1.968733215332012
878,4.39,1.9138015747070618
879,4.3950000000000005,1.9206680297851904
880,4.4,1.8222488403320618
881,4.405,1.6917861938476086
882,4.41,1.7123855590820618
883,4.415,1.826826477050762
